Time (s),ATP_pool (mM),Spo0A (mM),Spo0A_P (mM),RapA (mM),SigmaH (mM),Septum (mM),SigmaF (mM),SigmaE (mM),SigmaG (mM),SigmaK (mM),Forespore (mM),GTP_pool (mM),Mother_cell (mM),Cortex (mM),Inner_coat (mM),Outer_coat (mM),Mature_spore (mM),ADP_pool (mM),GDP_pool (mM),Nutrients (mM),Cell_density (mM),KinA_kinase (mM),KinA_P (mM),Spo0F (mM),Spo0F_P (mM),Spo0B (mM),T_KinA_activation (firings),T_sigmaE_feedback (firings),T_sigmaG_transcription (firings),T_sigmaK_transcription (firings),T_forespore_formation (firings),T_mother_cell_formation (firings),T_cortex_synthesis (firings),T_inner_coat_synthesis (firings),T_outer_coat_synthesis (firings),T_spore_maturation (firings),Source_nutrient_depletion (firings),T_Spo0F_phosphorylation (firings),Source_ATP_regen (firings),Source_GTP_regen (firings),Source_cell_density (firings),T_Spo0F_dephosphorylation (firings),T_Spo0A_phosphorylation (firings),T_Spo0A_dephosphorylation (firings),T_sigmaH_transcription (firings),T_septation (firings),T_sigmaF_activation (firings),T_sigmaE_activation (firings)
1.134000,481.440000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3164.945455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.011340,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,1.307026779493093e-25,8.957565527564947e-26,1.2014951038689497e-25,0,0.11340000000000044,0,4.536000000000003,164.94545454545482,0.011339999999999973,0,0,0,0,0,0,0
1.188000,490.080000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3172.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.011880,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,1.3939882104983686e-25,9.553378286280791e-26,1.235868044690286e-25,0,0.11880000000000047,0,4.752000000000003,172.8000000000003,0.011879999999999967,0,0,0,0,0,0,0
1.242000,498.720000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3180.654545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.012420,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,1.4816933429927346e-25,1.0153179819581179e-25,1.270243975407402e-25,0,0.1242000000000005,0,4.9680000000000035,180.65454545454577,0.01241999999999996,0,0,0,0,0,0,0
1.296000,507.360000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3188.509091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.012960,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,1.6144455982194715e-25,1.035405807073395e-25,1.3046239455081008e-25,0,0.12960000000000044,0,5.184000000000004,188.50909090909124,0.012959999999999954,0,0,0,0,0,0,0
1.350000,516.000000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3196.363636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,1.013500,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,1.7037890795207662e-25,1.1160917212192965e-25,1.3218160460467005e-25,0,0.13500000000000034,0,5.400000000000004,196.36363636363672,0.013499999999999948,0,0,0,0,0,0,0
1.404000,524.640000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,3189.218182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,100.000000,1.014040,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,1.7486524772224282e-25,1.1566357333927324e-25,1.4077766293297362e-25,0,0.14040000000000025,0,5.616000000000004,204.2181818181822,0.014039999999999941,0,0,0,0,0,0,1
1.458000,533.280000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,3197.072727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,100.000000,1.014580,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,1.8846628519840373e-25,1.2177591003856551e-25,1.4077766293297362e-25,0,0.14580000000000015,0,5.832000000000004,212.07272727272766,0.014579999999999935,0,0,0,0,0,0,1
1.512000,541.920000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,3204.927273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,100.000000,1.015120,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,1.9760497671209438e-25,1.2791121648476808e-25,1.4421649597566357e-25,0,0.15120000000000006,0,6.0480000000000045,219.92727272727313,0.015119999999999929,0,0,0,0,0,0,1
1.566000,550.560000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,3212.781818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,100.000000,1.015660,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.0682788520414376e-25,1.320106340071074e-25,1.4937533173638866e-25,0,0.15659999999999996,0,6.264000000000005,227.7818181818186,0.015659999999999924,0,0,0,0,0,0,1
1.620000,559.200000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3205.636364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.016200,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.1145792622834745e-25,1.3406740446474543e-25,1.5969212195716752e-25,0,0.16199999999999987,0,6.480000000000005,235.63636363636408,0.016199999999999933,0,0,0,0,0,0,2
1.674000,567.840000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3213.490909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.016740,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.1613644794658684e-25,1.4233252814600357e-25,1.6485096696470942e-25,0,0.16739999999999977,0,6.696000000000005,243.49090909090955,0.016739999999999942,0,0,0,0,0,0,2
1.728000,576.480000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3221.345455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.017280,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.184903859819741e-25,1.5270239168611479e-25,1.7001035366005707e-25,0,0.17279999999999968,0,6.912000000000005,251.34545454545503,0.01727999999999995,0,0,0,0,0,0,2
1.782000,585.120000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3229.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.017820,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.2322831607757415e-25,1.5894441253948863e-25,1.7689029664862362e-25,0,0.17819999999999958,0,7.128000000000005,259.2000000000005,0.01781999999999996,0,0,0,0,0,0,2
1.836000,593.760000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3237.054545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.018360,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.3037898520027897e-25,1.6311463794535004e-25,1.8377108585934218e-25,0,0.18359999999999949,0,7.344000000000006,267.054545454546,0.01835999999999997,0,0,0,0,0,0,2
1.890000,602.400000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3244.909091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.018900,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.447588335839218e-25,1.6729914730414725e-25,1.8549149362883022e-25,0,0.1889999999999994,0,7.560000000000006,274.90909090909145,0.01889999999999998,0,0,0,0,0,0,2
1.944000,611.040000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3252.763636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.019440,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.5680058867668187e-25,1.715020563633954e-25,1.8893259528182874e-25,0,0.1943999999999993,0,7.776000000000006,282.7636363636369,0.01943999999999999,0,0,0,0,0,0,2
1.998000,619.680000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3260.618182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.019980,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.640686026945767e-25,1.7782045501220372e-25,1.9409477701569386e-25,0,0.1997999999999992,0,7.992000000000006,290.6181818181824,0.019979999999999998,0,0,0,0,0,0,2
2.052000,628.320000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3268.472727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.020520,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.6651026760633414e-25,1.8626736561107738e-25,2.0097832123154101e-25,0,0.2051999999999991,0,8.207999999999998,298.47272727272787,0.020520000000000007,0,0,0,0,0,0,2
2.106000,636.960000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3276.327273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.021060,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.6651026760633414e-25,1.9897073580451786e-25,2.061415545164188e-25,0,0.210599999999999,0,8.42399999999999,306.32727272727334,0.021060000000000016,0,0,0,0,0,0,2
2.160000,645.600000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3284.181818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.021600,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.689748974259792e-25,2.074562386688372e-25,2.130267290059261e-25,0,0.21599999999999892,0,8.639999999999983,314.1818181818188,0.021600000000000025,0,0,0,0,0,0,2
2.214000,654.240000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3292.036364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.022140,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.739158471079236e-25,2.13840096100411e-25,2.199125628423709e-25,0,0.22139999999999882,0,8.855999999999975,322.0363636363643,0.022140000000000035,0,0,0,0,0,0,2
2.268000,662.880000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3299.890909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.022680,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.739158471079236e-25,2.245029762345015e-25,2.2679907314616904e-25,0,0.22679999999999872,0,9.071999999999967,329.89090909090976,0.022680000000000044,0,0,0,0,0,0,2
2.322000,671.520000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3307.745455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.023220,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.8139554825001395e-25,2.3305477336844716e-25,2.3024266514830836e-25,0,0.23219999999999863,0,9.28799999999996,337.74545454545523,0.023220000000000053,0,0,0,0,0,0,2
2.376000,680.160000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3315.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.023760,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.838976039764315e-25,2.4162301515799265e-25,2.3713065744187016e-25,0,0.23759999999999853,0,9.503999999999952,345.6000000000007,0.023760000000000062,0,0,0,0,0,0,2
2.430000,688.800000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3323.454545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.024300,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.8892618459466867e-25,2.4805846927640614e-25,2.440195323387208e-25,0,0.24299999999999844,0,9.719999999999944,353.4545454545462,0.02430000000000007,0,0,0,0,0,0,2
2.484000,697.440000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3331.309091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.024840,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,2.99019500987442e-25,2.545123190902426e-25,2.474643404553688e-25,0,0.24839999999999834,0,9.935999999999936,361.30909090909165,0.02484000000000008,0,0,0,0,0,0,2
2.538000,706.080000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3339.163636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.025380,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,3.0409021894758415e-25,2.6097919041493646e-25,2.543543453973273e-25,0,0.25379999999999825,0,10.151999999999928,369.1636363636371,0.02538000000000009,0,0,0,0,0,0,2
2.592000,714.720000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3347.018182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.025920,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,3.066314635756199e-25,2.6961581139652077e-25,2.6124516355390427e-25,0,0.25919999999999815,0,10.36799999999992,377.0181818181826,0.0259200000000001,0,0,0,0,0,0,2
2.646000,723.360000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3354.872727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.026460,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,3.14297521885694e-25,2.7826518524760045e-25,2.646909579248774e-25,0,0.26459999999999806,0,10.583999999999913,384.87272727272807,0.02646000000000011,0,0,0,0,0,0,2
2.700000,732.000000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3362.727273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.027000,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,3.245532189204949e-25,2.804335606157847e-25,2.715830262647564e-25,0,0.26999999999999796,0,10.799999999999905,392.72727272727354,0.027000000000000118,0,0,0,0,0,0,2
2.754000,740.640000,25.000000,0.000000,5.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3370.581818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,100.000000,1.027540,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,3.271294412264531e-25,2.8694360548867576e-25,2.801990718019643e-25,0,0.27539999999999787,0,11.015999999999897,400.581818181819,0.027540000000000127,0,0,0,0,0,0,2
