Time (s),ATP_pool (mM),Spo0A (mM),Spo0A_P (mM),RapA (mM),SigmaH (mM),Septum (mM),SigmaF (mM),SigmaE (mM),SigmaG (mM),SigmaK (mM),Forespore (mM),GTP_pool (mM),Mother_cell (mM),Cortex (mM),Inner_coat (mM),Outer_coat (mM),Mature_spore (mM),ADP_pool (mM),GDP_pool (mM),Nutrients (mM),Cell_density (mM),KinA_kinase (mM),KinA_P (mM),Spo0F (mM),Spo0F_P (mM),Spo0B (mM),T_KinA_activation (firings),T_sigmaE_feedback (firings),T_sigmaG_transcription (firings),T_sigmaK_transcription (firings),T_forespore_formation (firings),T_mother_cell_formation (firings),T_cortex_synthesis (firings),T_inner_coat_synthesis (firings),T_outer_coat_synthesis (firings),T_spore_maturation (firings),Source_nutrient_depletion (firings),T_Spo0F_phosphorylation (firings),Source_ATP_regen (firings),Source_GTP_regen (firings),Source_cell_density (firings),T_Spo0F_dephosphorylation (firings),T_Spo0A_phosphorylation (firings),T_Spo0A_dephosphorylation (firings),T_sigmaH_transcription (firings),T_septation (firings),T_sigmaF_activation (firings),T_sigmaE_activation (firings)
1.134000,4.642014,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.871754,0.001000,0.001134,0.001134,0.001134,0.001000,0.359120,0.129380,100.000000,2.134000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.1340000000000008,1.1340000000000008,1.1340000000000008,1,1.1340000000000008,0,1.1340000000000008,1.1340000000000008,1.1340000000000008,0,0,0,1,1,0,0
1.188000,4.632348,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.868028,0.001000,0.001188,0.001188,0.001188,0.001000,0.368840,0.133160,100.000000,2.188000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.1880000000000008,1.1880000000000008,1.1880000000000008,1,1.1880000000000008,0,1.1880000000000008,1.1880000000000008,1.1880000000000008,0,0,0,1,1,0,0
1.242000,4.622682,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.864302,0.001000,0.001242,0.001242,0.001242,0.001000,0.378560,0.136940,100.000000,2.242000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.2420000000000009,1.2420000000000009,1.2420000000000009,1,1.2420000000000009,0,1.2420000000000009,1.2420000000000009,1.2420000000000009,0,0,0,1,1,0,0
1.296000,4.613016,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.860576,0.001000,0.001296,0.001296,0.001296,0.001000,0.388280,0.140720,100.000000,2.296000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.296000000000001,1.296000000000001,1.296000000000001,1,1.296000000000001,0,1.296000000000001,1.296000000000001,1.296000000000001,0,0,0,1,1,0,0
1.350000,4.603350,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.856850,0.001000,0.001350,0.001350,0.001350,0.001000,0.398000,0.144500,100.000000,2.350000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.350000000000001,1.350000000000001,1.350000000000001,1,1.350000000000001,0,1.350000000000001,1.350000000000001,1.350000000000001,0,0,0,1,1,0,0
1.404000,4.593684,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.853124,0.001000,0.001404,0.001404,0.001404,0.001000,0.407720,0.148280,100.000000,2.404000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.404000000000001,1.404000000000001,1.404000000000001,1,1.404000000000001,0,1.404000000000001,1.404000000000001,1.404000000000001,0,0,0,1,1,0,0
1.458000,4.584018,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.849398,0.001000,0.001458,0.001458,0.001458,0.001000,0.417440,0.152060,100.000000,2.458000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.458000000000001,1.458000000000001,1.458000000000001,1,1.458000000000001,0,1.458000000000001,1.458000000000001,1.458000000000001,0,0,0,1,1,0,0
1.512000,4.574352,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.000000,0.000000,2.845672,0.001000,0.001512,0.001512,0.001512,0.001000,0.427160,0.155840,100.000000,2.512000,0.009000,0.001000,0.020000,0.000000,0.015000,1,0,2,0,0,1,1.5120000000000011,1.5120000000000011,1.5120000000000011,1,1.5120000000000011,0,1.5120000000000011,1.5120000000000011,1.5120000000000011,0,0,0,1,1,0,0
1.566000,4.539686,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.001000,0.000000,2.841946,0.001000,0.001566,0.001566,0.001566,0.001000,0.461880,0.159620,100.000000,2.566000,0.008000,0.002000,0.020000,0.000000,0.015000,2,0,2,1,0,1,1.5660000000000012,1.5660000000000012,1.5660000000000012,1,1.5660000000000012,0,1.5660000000000012,1.5660000000000012,1.5660000000000012,0,0,0,1,1,0,0
1.620000,4.530020,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.001000,0.000000,2.838220,0.001000,0.001620,0.001620,0.001620,0.001000,0.471600,0.163400,100.000000,2.620000,0.008000,0.002000,0.020000,0.000000,0.015000,2,0,2,1,0,1,1.6200000000000012,1.6200000000000012,1.6200000000000012,1,1.6200000000000012,0,1.6200000000000012,1.6200000000000012,1.6200000000000012,0,0,0,1,1,0,0
