Time (s),ATP_pool (mM),Spo0A (mM),Spo0A_P (mM),RapA (mM),SigmaH (mM),Septum (mM),SigmaF (mM),SigmaE (mM),SigmaG (mM),SigmaK (mM),Forespore (mM),GTP_pool (mM),Mother_cell (mM),Cortex (mM),Inner_coat (mM),Outer_coat (mM),Mature_spore (mM),ADP_pool (mM),GDP_pool (mM),Nutrients (mM),Cell_density (mM),KinA_kinase (mM),KinA_P (mM),Spo0F (mM),Spo0F_P (mM),Spo0B (mM),T_KinA_activation (firings),T_sigmaE_feedback (firings),T_sigmaG_transcription (firings),T_sigmaK_transcription (firings),T_forespore_formation (firings),T_mother_cell_formation (firings),T_cortex_synthesis (firings),T_inner_coat_synthesis (firings),T_outer_coat_synthesis (firings),T_spore_maturation (firings),Source_nutrient_depletion (firings),T_Spo0F_phosphorylation (firings),Source_ATP_regen (firings),Source_GTP_regen (firings),Source_cell_density (firings),T_Spo0F_dephosphorylation (firings),T_Spo0A_phosphorylation (firings),T_Spo0A_dephosphorylation (firings),T_sigmaH_transcription (firings),T_septation (firings),T_sigmaF_activation (firings),T_sigmaE_activation (firings)
0.132000,4989.119868,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4969.199880,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.986800,1.001320,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.013199999999999998,0,0.5279966877289932,19.19987955378157,0.00132,0,0,0,0,1,0,0
0.138000,4990.079855,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4970.072596,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.986200,1.001380,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.013799999999999998,0,0.5519963866003061,20.07259587637477,0.00138,0,0,0,0,1,0,0
0.144000,4991.039843,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4970.945312,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.985600,1.001440,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.014399999999999998,0,0.5759960723773533,20.94531172281285,0.0014399999999999999,0,0,0,0,1,0,0
0.150000,4991.999830,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4971.818027,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.985000,1.001500,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.014999999999999998,0,0.5999957450599919,21.818027093090613,0.0014999999999999998,0,0,0,0,1,0,0
0.156000,4992.959816,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4972.690742,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.984400,1.001560,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.015599999999999998,0,0.6239954046480789,22.69074198720287,0.0015599999999999998,0,0,0,0,1,0,0
0.162000,4993.919802,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4973.563456,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.983800,1.001620,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.0162,0,0.6479950511414716,23.56345640514442,0.0016199999999999997,0,0,0,0,1,0,0
0.168000,4994.879787,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4974.436170,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.983200,1.001680,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.0168,0,0.671994684540027,24.436170346910075,0.0016799999999999996,0,0,0,0,1,0,0
0.174000,4995.839772,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4975.308884,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.982600,1.001740,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.0174,0,0.6959943048436023,25.30888381249463,0.0017399999999999996,0,0,0,0,1,0,0
0.180000,4996.799756,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4976.181597,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.982000,1.001800,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.018,0,0.7199939120520545,26.181596801892898,0.0017999999999999995,0,0,0,0,1,0,0
0.186000,4997.759740,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4977.054309,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.981400,1.001860,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.0186,0,0.743993506165241,27.054309315099676,0.0018599999999999995,0,0,0,0,1,0,0
0.192000,4998.719723,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4977.927021,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.980800,1.001920,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.0192,0,0.7679930871830186,27.927021352109772,0.0019199999999999994,0,0,0,0,1,0,0
0.198000,4999.679706,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4978.799733,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.980200,1.001980,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.019799999999999998,0,0.7919926551052446,28.79973291291799,0.0019799999999999996,0,0,0,0,1,0,0
0.204000,5000.639688,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4979.672444,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.979600,1.002040,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.020399999999999998,0,0.8159922099317761,29.67244399751913,0.0020399999999999997,0,0,0,0,1,0,0
0.210000,5001.599670,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4980.545155,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.979000,1.002100,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.020999999999999998,0,0.8399917516624702,30.545154605908007,0.0021,0,0,0,0,1,0,0
0.216000,5002.559651,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4981.417865,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.978400,1.002160,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.021599999999999998,0,0.863991280297184,31.417864738079416,0.00216,0,0,0,0,1,0,0
0.222000,5003.519632,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4982.290574,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.977800,1.002220,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.022199999999999998,0,0.8879907958357744,32.29057439402816,0.00222,0,0,0,0,1,0,0
0.228000,5004.479612,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4983.163284,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.977200,1.002280,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.022799999999999997,0,0.9119902982780989,33.16328357374905,0.0022800000000000003,0,0,0,0,1,0,0
0.234000,5005.439592,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4984.035992,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.976600,1.002340,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.023399999999999997,0,0.9359897876240143,34.03599227723688,0.0023400000000000005,0,0,0,0,1,0,0
