Time (s),Glucose (mM),ATP (mM),G6P (mM),ADP (mM),Hexokinase (firings)
12.879000,4987.122979,2987.122979,112.877021,112.877021,4293
12.882000,4987.119979,2987.119979,112.880021,112.880021,4294
12.885000,4987.116979,2987.116979,112.883021,112.883021,4295
12.888000,4987.113980,2987.113980,112.886020,112.886020,4296
12.891000,4987.110980,2987.110980,112.889020,112.889020,4297
12.894000,4987.107981,2987.107981,112.892019,112.892019,4298
12.897000,4987.104981,2987.104981,112.895019,112.895019,4299
12.900000,4987.101982,2987.101982,112.898018,112.898018,4300
12.903000,4987.098982,2987.098982,112.901018,112.901018,4301
12.906000,4987.095983,2987.095983,112.904017,112.904017,4302
12.909000,4987.092983,2987.092983,112.907017,112.907017,4303
12.912000,4987.089984,2987.089984,112.910016,112.910016,4304
12.915000,4987.086984,2987.086984,112.913016,112.913016,4305
12.918000,4987.083985,2987.083985,112.916015,112.916015,4306
12.921000,4987.080985,2987.080985,112.919015,112.919015,4307
12.924000,4987.077985,2987.077985,112.922015,112.922015,4308
12.927000,4987.074986,2987.074986,112.925014,112.925014,4309
12.930000,4987.071986,2987.071986,112.928014,112.928014,4310
12.933000,4987.068987,2987.068987,112.931013,112.931013,4311
12.936000,4987.065987,2987.065987,112.934013,112.934013,4312
12.939000,4987.062988,2987.062988,112.937012,112.937012,4313
12.942000,4987.059988,2987.059988,112.940012,112.940012,4314
12.945000,4987.056989,2987.056989,112.943011,112.943011,4315
12.948000,4987.053989,2987.053989,112.946011,112.946011,4316
12.951000,4987.050990,2987.050990,112.949010,112.949010,4317
12.954000,4987.047990,2987.047990,112.952010,112.952010,4318
12.957000,4987.044991,2987.044991,112.955009,112.955009,4319
12.960000,4987.041991,2987.041991,112.958009,112.958009,4320
12.963000,4987.038991,2987.038991,112.961009,112.961009,4321
12.966000,4987.035992,2987.035992,112.964008,112.964008,4322
12.969000,4987.032992,2987.032992,112.967008,112.967008,4323
12.972000,4987.029993,2987.029993,112.970007,112.970007,4324
12.975000,4987.026993,2987.026993,112.973007,112.973007,4325
12.978000,4987.023994,2987.023994,112.976006,112.976006,4326
12.981000,4987.020994,2987.020994,112.979006,112.979006,4327
12.984000,4987.017995,2987.017995,112.982005,112.982005,4328
12.987000,4987.014995,2987.014995,112.985005,112.985005,4329
12.990000,4987.011996,2987.011996,112.988004,112.988004,4330
12.993000,4987.008996,2987.008996,112.991004,112.991004,4331
12.996000,4987.005997,2987.005997,112.994003,112.994003,4332
12.999000,4987.002997,2987.002997,112.997003,112.997003,4333
13.002000,4986.999997,2986.999997,113.000003,113.000003,4334
13.005000,4986.996998,2986.996998,113.003002,113.003002,4335
13.008000,4986.993998,2986.993998,113.006002,113.006002,4336
13.011000,4986.990999,2986.990999,113.009001,113.009001,4337
13.014000,4986.987999,2986.987999,113.012001,113.012001,4338
13.017000,4986.985000,2986.985000,113.015000,113.015000,4339
13.020000,4986.982000,2986.982000,113.018000,113.018000,4340
13.023000,4986.979001,2986.979001,113.020999,113.020999,4341
13.026000,4986.976001,2986.976001,113.023999,113.023999,4342
13.029000,4986.973002,2986.973002,113.026998,113.026998,4343
13.032000,4986.970002,2986.970002,113.029998,113.029998,4344
13.035000,4986.967003,2986.967003,113.032997,113.032997,4345
13.038000,4986.964003,2986.964003,113.035997,113.035997,4346
13.041000,4986.961003,2986.961003,113.038997,113.038997,4347
13.044000,4986.958004,2986.958004,113.041996,113.041996,4348
13.047000,4986.955004,2986.955004,113.044996,113.044996,4349
13.050000,4986.952005,2986.952005,113.047995,113.047995,4350
13.053000,4986.949005,2986.949005,113.050995,113.050995,4351
13.056000,4986.946006,2986.946006,113.053994,113.053994,4352
13.059000,4986.943006,2986.943006,113.056994,113.056994,4353
13.062000,4986.940007,2986.940007,113.059993,113.059993,4354
13.065000,4986.937007,2986.937007,113.062993,113.062993,4355
13.068000,4986.934008,2986.934008,113.065992,113.065992,4356
13.071000,4986.931008,2986.931008,113.068992,113.068992,4357
13.074000,4986.928009,2986.928009,113.071991,113.071991,4358
13.077000,4986.925009,2986.925009,113.074991,113.074991,4359
13.080000,4986.922009,2986.922009,113.077991,113.077991,4360
13.083000,4986.919010,2986.919010,113.080990,113.080990,4361
13.086000,4986.916010,2986.916010,113.083990,113.083990,4362
13.089000,4986.913011,2986.913011,113.086989,113.086989,4363
13.092000,4986.910011,2986.910011,113.089989,113.089989,4364
13.095000,4986.907012,2986.907012,113.092988,113.092988,4365
13.098000,4986.904012,2986.904012,113.095988,113.095988,4366
13.101000,4986.901013,2986.901013,113.098987,113.098987,4367
13.104000,4986.898013,2986.898013,113.101987,113.101987,4368
13.107000,4986.895014,2986.895014,113.104986,113.104986,4369
13.110000,4986.892014,2986.892014,113.107986,113.107986,4370
13.113000,4986.889015,2986.889015,113.110985,113.110985,4371
13.116000,4986.886015,2986.886015,113.113985,113.113985,4372
13.119000,4986.883015,2986.883015,113.116985,113.116985,4373
13.122000,4986.880016,2986.880016,113.119984,113.119984,4374
13.125000,4986.877016,2986.877016,113.122984,113.122984,4375
13.128000,4986.874017,2986.874017,113.125983,113.125983,4376
13.131000,4986.871017,2986.871017,113.128983,113.128983,4377
13.134000,4986.868018,2986.868018,113.131982,113.131982,4378
13.137000,4986.865018,2986.865018,113.134982,113.134982,4379
13.140000,4986.862019,2986.862019,113.137981,113.137981,4380
13.143000,4986.859019,2986.859019,113.140981,113.140981,4381
13.146000,4986.856020,2986.856020,113.143980,113.143980,4382
13.149000,4986.853020,2986.853020,113.146980,113.146980,4383
13.152000,4986.850021,2986.850021,113.149979,113.149979,4384
13.155000,4986.847021,2986.847021,113.152979,113.152979,4385
13.158000,4986.844021,2986.844021,113.155979,113.155979,4386
13.161000,4986.841022,2986.841022,113.158978,113.158978,4387
13.164000,4986.838022,2986.838022,113.161978,113.161978,4388
13.167000,4986.835023,2986.835023,113.164977,113.164977,4389
13.170000,4986.832023,2986.832023,113.167977,113.167977,4390
13.173000,4986.829024,2986.829024,113.170976,113.170976,4391
13.176000,4986.826024,2986.826024,113.173976,113.173976,4392
13.179000,4986.823025,2986.823025,113.176975,113.176975,4393
13.182000,4986.820025,2986.820025,113.179975,113.179975,4394
13.185000,4986.817026,2986.817026,113.182974,113.182974,4395
13.188000,4986.814026,2986.814026,113.185974,113.185974,4396
13.191000,4986.811027,2986.811027,113.188973,113.188973,4397
13.194000,4986.808027,2986.808027,113.191973,113.191973,4398
13.197000,4986.805027,2986.805027,113.194973,113.194973,4399
13.200000,4986.802028,2986.802028,113.197972,113.197972,4400
13.203000,4986.799028,2986.799028,113.200972,113.200972,4401
13.206000,4986.796029,2986.796029,113.203971,113.203971,4402
13.209000,4986.793029,2986.793029,113.206971,113.206971,4403
13.212000,4986.790030,2986.790030,113.209970,113.209970,4404
13.215000,4986.787030,2986.787030,113.212970,113.212970,4405
13.218000,4986.784031,2986.784031,113.215969,113.215969,4406
13.221000,4986.781031,2986.781031,113.218969,113.218969,4407
13.224000,4986.778032,2986.778032,113.221968,113.221968,4408
13.227000,4986.775032,2986.775032,113.224968,113.224968,4409
13.230000,4986.772033,2986.772033,113.227967,113.227967,4410
13.233000,4986.769033,2986.769033,113.230967,113.230967,4411
13.236000,4986.766033,2986.766033,113.233967,113.233967,4412
13.239000,4986.763034,2986.763034,113.236966,113.236966,4413
13.242000,4986.760034,2986.760034,113.239966,113.239966,4414
13.245000,4986.757035,2986.757035,113.242965,113.242965,4415
13.248000,4986.754035,2986.754035,113.245965,113.245965,4416
13.251000,4986.751036,2986.751036,113.248964,113.248964,4417
13.254000,4986.748036,2986.748036,113.251964,113.251964,4418
13.257000,4986.745037,2986.745037,113.254963,113.254963,4419
13.260000,4986.742037,2986.742037,113.257963,113.257963,4420
13.263000,4986.739038,2986.739038,113.260962,113.260962,4421
13.266000,4986.736038,2986.736038,113.263962,113.263962,4422
13.269000,4986.733039,2986.733039,113.266961,113.266961,4423
13.272000,4986.730039,2986.730039,113.269961,113.269961,4424
13.275000,4986.727040,2986.727040,113.272960,113.272960,4425
13.278000,4986.724040,2986.724040,113.275960,113.275960,4426
13.281000,4986.721040,2986.721040,113.278960,113.278960,4427
13.284000,4986.718041,2986.718041,113.281959,113.281959,4428
13.287000,4986.715041,2986.715041,113.284959,113.284959,4429
13.290000,4986.712042,2986.712042,113.287958,113.287958,4430
13.293000,4986.709042,2986.709042,113.290958,113.290958,4431
13.296000,4986.706043,2986.706043,113.293957,113.293957,4432
13.299000,4986.703043,2986.703043,113.296957,113.296957,4433
13.302000,4986.700044,2986.700044,113.299956,113.299956,4434
13.305000,4986.697044,2986.697044,113.302956,113.302956,4435
13.308000,4986.694045,2986.694045,113.305955,113.305955,4436
13.311000,4986.691045,2986.691045,113.308955,113.308955,4437
13.314000,4986.688046,2986.688046,113.311954,113.311954,4438
13.317000,4986.685046,2986.685046,113.314954,113.314954,4439
13.320000,4986.682046,2986.682046,113.317954,113.317954,4440
13.323000,4986.679047,2986.679047,113.320953,113.320953,4441
13.326000,4986.676047,2986.676047,113.323953,113.323953,4442
13.329000,4986.673048,2986.673048,113.326952,113.326952,4443
13.332000,4986.670048,2986.670048,113.329952,113.329952,4444
13.335000,4986.667049,2986.667049,113.332951,113.332951,4445
13.338000,4986.664049,2986.664049,113.335951,113.335951,4446
13.341000,4986.661050,2986.661050,113.338950,113.338950,4447
13.344000,4986.658050,2986.658050,113.341950,113.341950,4448
13.347000,4986.655051,2986.655051,113.344949,113.344949,4449
13.350000,4986.652051,2986.652051,113.347949,113.347949,4450
13.353000,4986.649052,2986.649052,113.350948,113.350948,4451
13.356000,4986.646052,2986.646052,113.353948,113.353948,4452
13.359000,4986.643052,2986.643052,113.356948,113.356948,4453
13.362000,4986.640053,2986.640053,113.359947,113.359947,4454
13.365000,4986.637053,2986.637053,113.362947,113.362947,4455
13.368000,4986.634054,2986.634054,113.365946,113.365946,4456
13.371000,4986.631054,2986.631054,113.368946,113.368946,4457
13.374000,4986.628055,2986.628055,113.371945,113.371945,4458
13.377000,4986.625055,2986.625055,113.374945,113.374945,4459
13.380000,4986.622056,2986.622056,113.377944,113.377944,4460
13.383000,4986.619056,2986.619056,113.380944,113.380944,4461
13.386000,4986.616057,2986.616057,113.383943,113.383943,4462
13.389000,4986.613057,2986.613057,113.386943,113.386943,4463
13.392000,4986.610058,2986.610058,113.389942,113.389942,4464
13.395000,4986.607058,2986.607058,113.392942,113.392942,4465
13.398000,4986.604058,2986.604058,113.395942,113.395942,4466
13.401000,4986.601059,2986.601059,113.398941,113.398941,4467
13.404000,4986.598059,2986.598059,113.401941,113.401941,4468
13.407000,4986.595060,2986.595060,113.404940,113.404940,4469
13.410000,4986.592060,2986.592060,113.407940,113.407940,4470
13.413000,4986.589061,2986.589061,113.410939,113.410939,4471
13.416000,4986.586061,2986.586061,113.413939,113.413939,4472
13.419000,4986.583062,2986.583062,113.416938,113.416938,4473
13.422000,4986.580062,2986.580062,113.419938,113.419938,4474
13.425000,4986.577063,2986.577063,113.422937,113.422937,4475
13.428000,4986.574063,2986.574063,113.425937,113.425937,4476
13.431000,4986.571064,2986.571064,113.428936,113.428936,4477
13.434000,4986.568064,2986.568064,113.431936,113.431936,4478
13.437000,4986.565064,2986.565064,113.434936,113.434936,4479
13.440000,4986.562065,2986.562065,113.437935,113.437935,4480
13.443000,4986.559065,2986.559065,113.440935,113.440935,4481
13.446000,4986.556066,2986.556066,113.443934,113.443934,4482
13.449000,4986.553066,2986.553066,113.446934,113.446934,4483
13.452000,4986.550067,2986.550067,113.449933,113.449933,4484
13.455000,4986.547067,2986.547067,113.452933,113.452933,4485
13.458000,4986.544068,2986.544068,113.455932,113.455932,4486
13.461000,4986.541068,2986.541068,113.458932,113.458932,4487
13.464000,4986.538069,2986.538069,113.461931,113.461931,4488
13.467000,4986.535069,2986.535069,113.464931,113.464931,4489
13.470000,4986.532070,2986.532070,113.467930,113.467930,4490
13.473000,4986.529070,2986.529070,113.470930,113.470930,4491
13.476000,4986.526070,2986.526070,113.473930,113.473930,4492
13.479000,4986.523071,2986.523071,113.476929,113.476929,4493
13.482000,4986.520071,2986.520071,113.479929,113.479929,4494
13.485000,4986.517072,2986.517072,113.482928,113.482928,4495
13.488000,4986.514072,2986.514072,113.485928,113.485928,4496
13.491000,4986.511073,2986.511073,113.488927,113.488927,4497
13.494000,4986.508073,2986.508073,113.491927,113.491927,4498
13.497000,4986.505074,2986.505074,113.494926,113.494926,4499
13.500000,4986.502074,2986.502074,113.497926,113.497926,4500
13.503000,4986.499075,2986.499075,113.500925,113.500925,4501
13.506000,4986.496075,2986.496075,113.503925,113.503925,4502
13.509000,4986.493076,2986.493076,113.506924,113.506924,4503
13.512000,4986.490076,2986.490076,113.509924,113.509924,4504
13.515000,4986.487076,2986.487076,113.512924,113.512924,4505
13.518000,4986.484077,2986.484077,113.515923,113.515923,4506
13.521000,4986.481077,2986.481077,113.518923,113.518923,4507
13.524000,4986.478078,2986.478078,113.521922,113.521922,4508
13.527000,4986.475078,2986.475078,113.524922,113.524922,4509
13.530000,4986.472079,2986.472079,113.527921,113.527921,4510
13.533000,4986.469079,2986.469079,113.530921,113.530921,4511
13.536000,4986.466080,2986.466080,113.533920,113.533920,4512
13.539000,4986.463080,2986.463080,113.536920,113.536920,4513
13.542000,4986.460081,2986.460081,113.539919,113.539919,4514
13.545000,4986.457081,2986.457081,113.542919,113.542919,4515
13.548000,4986.454082,2986.454082,113.545918,113.545918,4516
13.551000,4986.451082,2986.451082,113.548918,113.548918,4517
13.554000,4986.448082,2986.448082,113.551918,113.551918,4518
13.557000,4986.445083,2986.445083,113.554917,113.554917,4519
13.560000,4986.442083,2986.442083,113.557917,113.557917,4520
13.563000,4986.439084,2986.439084,113.560916,113.560916,4521
13.566000,4986.436084,2986.436084,113.563916,113.563916,4522
13.569000,4986.433085,2986.433085,113.566915,113.566915,4523
13.572000,4986.430085,2986.430085,113.569915,113.569915,4524
13.575000,4986.427086,2986.427086,113.572914,113.572914,4525
13.578000,4986.424086,2986.424086,113.575914,113.575914,4526
13.581000,4986.421087,2986.421087,113.578913,113.578913,4527
13.584000,4986.418087,2986.418087,113.581913,113.581913,4528
13.587000,4986.415088,2986.415088,113.584912,113.584912,4529
13.590000,4986.412088,2986.412088,113.587912,113.587912,4530
13.593000,4986.409088,2986.409088,113.590912,113.590912,4531
13.596000,4986.406089,2986.406089,113.593911,113.593911,4532
13.599000,4986.403089,2986.403089,113.596911,113.596911,4533
13.602000,4986.400090,2986.400090,113.599910,113.599910,4534
13.605000,4986.397090,2986.397090,113.602910,113.602910,4535
13.608000,4986.394091,2986.394091,113.605909,113.605909,4536
13.611000,4986.391091,2986.391091,113.608909,113.608909,4537
13.614000,4986.388092,2986.388092,113.611908,113.611908,4538
13.617000,4986.385092,2986.385092,113.614908,113.614908,4539
13.620000,4986.382093,2986.382093,113.617907,113.617907,4540
13.623000,4986.379093,2986.379093,113.620907,113.620907,4541
13.626000,4986.376094,2986.376094,113.623906,113.623906,4542
13.629000,4986.373094,2986.373094,113.626906,113.626906,4543
13.632000,4986.370094,2986.370094,113.629906,113.629906,4544
13.635000,4986.367095,2986.367095,113.632905,113.632905,4545
13.638000,4986.364095,2986.364095,113.635905,113.635905,4546
13.641000,4986.361096,2986.361096,113.638904,113.638904,4547
13.644000,4986.358096,2986.358096,113.641904,113.641904,4548
13.647000,4986.355097,2986.355097,113.644903,113.644903,4549
13.650000,4986.352097,2986.352097,113.647903,113.647903,4550
13.653000,4986.349098,2986.349098,113.650902,113.650902,4551
13.656000,4986.346098,2986.346098,113.653902,113.653902,4552
13.659000,4986.343099,2986.343099,113.656901,113.656901,4553
13.662000,4986.340099,2986.340099,113.659901,113.659901,4554
13.665000,4986.337100,2986.337100,113.662900,113.662900,4555
13.668000,4986.334100,2986.334100,113.665900,113.665900,4556
13.671000,4986.331100,2986.331100,113.668900,113.668900,4557
13.674000,4986.328101,2986.328101,113.671899,113.671899,4558
13.677000,4986.325101,2986.325101,113.674899,113.674899,4559
13.680000,4986.322102,2986.322102,113.677898,113.677898,4560
13.683000,4986.319102,2986.319102,113.680898,113.680898,4561
13.686000,4986.316103,2986.316103,113.683897,113.683897,4562
13.689000,4986.313103,2986.313103,113.686897,113.686897,4563
13.692000,4986.310104,2986.310104,113.689896,113.689896,4564
13.695000,4986.307104,2986.307104,113.692896,113.692896,4565
13.698000,4986.304105,2986.304105,113.695895,113.695895,4566
13.701000,4986.301105,2986.301105,113.698895,113.698895,4567
13.704000,4986.298106,2986.298106,113.701894,113.701894,4568
13.707000,4986.295106,2986.295106,113.704894,113.704894,4569
13.710000,4986.292106,2986.292106,113.707894,113.707894,4570
13.713000,4986.289107,2986.289107,113.710893,113.710893,4571
13.716000,4986.286107,2986.286107,113.713893,113.713893,4572
13.719000,4986.283108,2986.283108,113.716892,113.716892,4573
13.722000,4986.280108,2986.280108,113.719892,113.719892,4574
13.725000,4986.277109,2986.277109,113.722891,113.722891,4575
13.728000,4986.274109,2986.274109,113.725891,113.725891,4576
13.731000,4986.271110,2986.271110,113.728890,113.728890,4577
13.734000,4986.268110,2986.268110,113.731890,113.731890,4578
13.737000,4986.265111,2986.265111,113.734889,113.734889,4579
13.740000,4986.262111,2986.262111,113.737889,113.737889,4580
13.743000,4986.259112,2986.259112,113.740888,113.740888,4581
13.746000,4986.256112,2986.256112,113.743888,113.743888,4582
13.749000,4986.253112,2986.253112,113.746888,113.746888,4583
13.752000,4986.250113,2986.250113,113.749887,113.749887,4584
13.755000,4986.247113,2986.247113,113.752887,113.752887,4585
13.758000,4986.244114,2986.244114,113.755886,113.755886,4586
13.761000,4986.241114,2986.241114,113.758886,113.758886,4587
13.764000,4986.238115,2986.238115,113.761885,113.761885,4588
13.767000,4986.235115,2986.235115,113.764885,113.764885,4589
13.770000,4986.232116,2986.232116,113.767884,113.767884,4590
13.773000,4986.229116,2986.229116,113.770884,113.770884,4591
13.776000,4986.226117,2986.226117,113.773883,113.773883,4592
13.779000,4986.223117,2986.223117,113.776883,113.776883,4593
13.782000,4986.220118,2986.220118,113.779882,113.779882,4594
13.785000,4986.217118,2986.217118,113.782882,113.782882,4595
13.788000,4986.214118,2986.214118,113.785882,113.785882,4596
13.791000,4986.211119,2986.211119,113.788881,113.788881,4597
13.794000,4986.208119,2986.208119,113.791881,113.791881,4598
13.797000,4986.205120,2986.205120,113.794880,113.794880,4599
13.800000,4986.202120,2986.202120,113.797880,113.797880,4600
13.803000,4986.199121,2986.199121,113.800879,113.800879,4601
13.806000,4986.196121,2986.196121,113.803879,113.803879,4602
13.809000,4986.193122,2986.193122,113.806878,113.806878,4603
13.812000,4986.190122,2986.190122,113.809878,113.809878,4604
13.815000,4986.187123,2986.187123,113.812877,113.812877,4605
13.818000,4986.184123,2986.184123,113.815877,113.815877,4606
13.821000,4986.181124,2986.181124,113.818876,113.818876,4607
13.824000,4986.178124,2986.178124,113.821876,113.821876,4608
13.827000,4986.175124,2986.175124,113.824876,113.824876,4609
13.830000,4986.172125,2986.172125,113.827875,113.827875,4610
13.833000,4986.169125,2986.169125,113.830875,113.830875,4611
13.836000,4986.166126,2986.166126,113.833874,113.833874,4612
13.839000,4986.163126,2986.163126,113.836874,113.836874,4613
13.842000,4986.160127,2986.160127,113.839873,113.839873,4614
13.845000,4986.157127,2986.157127,113.842873,113.842873,4615
13.848000,4986.154128,2986.154128,113.845872,113.845872,4616
13.851000,4986.151128,2986.151128,113.848872,113.848872,4617
13.854000,4986.148129,2986.148129,113.851871,113.851871,4618
13.857000,4986.145129,2986.145129,113.854871,113.854871,4619
13.860000,4986.142130,2986.142130,113.857870,113.857870,4620
13.863000,4986.139130,2986.139130,113.860870,113.860870,4621
13.866000,4986.136130,2986.136130,113.863870,113.863870,4622
13.869000,4986.133131,2986.133131,113.866869,113.866869,4623
13.872000,4986.130131,2986.130131,113.869869,113.869869,4624
13.875000,4986.127132,2986.127132,113.872868,113.872868,4625
13.878000,4986.124132,2986.124132,113.875868,113.875868,4626
13.881000,4986.121133,2986.121133,113.878867,113.878867,4627
13.884000,4986.118133,2986.118133,113.881867,113.881867,4628
13.887000,4986.115134,2986.115134,113.884866,113.884866,4629
13.890000,4986.112134,2986.112134,113.887866,113.887866,4630
13.893000,4986.109135,2986.109135,113.890865,113.890865,4631
13.896000,4986.106135,2986.106135,113.893865,113.893865,4632
13.899000,4986.103136,2986.103136,113.896864,113.896864,4633
13.902000,4986.100136,2986.100136,113.899864,113.899864,4634
13.905000,4986.097137,2986.097137,113.902863,113.902863,4635
13.908000,4986.094137,2986.094137,113.905863,113.905863,4636
13.911000,4986.091137,2986.091137,113.908863,113.908863,4637
13.914000,4986.088138,2986.088138,113.911862,113.911862,4638
13.917000,4986.085138,2986.085138,113.914862,113.914862,4639
13.920000,4986.082139,2986.082139,113.917861,113.917861,4640
13.923000,4986.079139,2986.079139,113.920861,113.920861,4641
13.926000,4986.076140,2986.076140,113.923860,113.923860,4642
13.929000,4986.073140,2986.073140,113.926860,113.926860,4643
13.932000,4986.070141,2986.070141,113.929859,113.929859,4644
13.935000,4986.067141,2986.067141,113.932859,113.932859,4645
13.938000,4986.064142,2986.064142,113.935858,113.935858,4646
13.941000,4986.061142,2986.061142,113.938858,113.938858,4647
13.944000,4986.058143,2986.058143,113.941857,113.941857,4648
13.947000,4986.055143,2986.055143,113.944857,113.944857,4649
13.950000,4986.052143,2986.052143,113.947857,113.947857,4650
13.953000,4986.049144,2986.049144,113.950856,113.950856,4651
13.956000,4986.046144,2986.046144,113.953856,113.953856,4652
13.959000,4986.043145,2986.043145,113.956855,113.956855,4653
13.962000,4986.040145,2986.040145,113.959855,113.959855,4654
13.965000,4986.037146,2986.037146,113.962854,113.962854,4655
13.968000,4986.034146,2986.034146,113.965854,113.965854,4656
13.971000,4986.031147,2986.031147,113.968853,113.968853,4657
13.974000,4986.028147,2986.028147,113.971853,113.971853,4658
13.977000,4986.025148,2986.025148,113.974852,113.974852,4659
13.980000,4986.022148,2986.022148,113.977852,113.977852,4660
13.983000,4986.019149,2986.019149,113.980851,113.980851,4661
13.986000,4986.016149,2986.016149,113.983851,113.983851,4662
13.989000,4986.013149,2986.013149,113.986851,113.986851,4663
13.992000,4986.010150,2986.010150,113.989850,113.989850,4664
13.995000,4986.007150,2986.007150,113.992850,113.992850,4665
13.998000,4986.004151,2986.004151,113.995849,113.995849,4666
14.001000,4986.001151,2986.001151,113.998849,113.998849,4667
14.004000,4985.998152,2985.998152,114.001848,114.001848,4668
14.007000,4985.995152,2985.995152,114.004848,114.004848,4669
14.010000,4985.992153,2985.992153,114.007847,114.007847,4670
14.013000,4985.989153,2985.989153,114.010847,114.010847,4671
14.016000,4985.986154,2985.986154,114.013846,114.013846,4672
14.019000,4985.983154,2985.983154,114.016846,114.016846,4673
14.022000,4985.980155,2985.980155,114.019845,114.019845,4674
14.025000,4985.977155,2985.977155,114.022845,114.022845,4675
14.028000,4985.974155,2985.974155,114.025845,114.025845,4676
14.031000,4985.971156,2985.971156,114.028844,114.028844,4677
14.034000,4985.968156,2985.968156,114.031844,114.031844,4678
14.037000,4985.965157,2985.965157,114.034843,114.034843,4679
14.040000,4985.962157,2985.962157,114.037843,114.037843,4680
14.043000,4985.959158,2985.959158,114.040842,114.040842,4681
14.046000,4985.956158,2985.956158,114.043842,114.043842,4682
14.049000,4985.953159,2985.953159,114.046841,114.046841,4683
14.052000,4985.950159,2985.950159,114.049841,114.049841,4684
14.055000,4985.947160,2985.947160,114.052840,114.052840,4685
14.058000,4985.944160,2985.944160,114.055840,114.055840,4686
14.061000,4985.941161,2985.941161,114.058839,114.058839,4687
14.064000,4985.938161,2985.938161,114.061839,114.061839,4688
14.067000,4985.935161,2985.935161,114.064839,114.064839,4689
14.070000,4985.932162,2985.932162,114.067838,114.067838,4690
14.073000,4985.929162,2985.929162,114.070838,114.070838,4691
14.076000,4985.926163,2985.926163,114.073837,114.073837,4692
14.079000,4985.923163,2985.923163,114.076837,114.076837,4693
14.082000,4985.920164,2985.920164,114.079836,114.079836,4694
14.085000,4985.917164,2985.917164,114.082836,114.082836,4695
14.088000,4985.914165,2985.914165,114.085835,114.085835,4696
14.091000,4985.911165,2985.911165,114.088835,114.088835,4697
14.094000,4985.908166,2985.908166,114.091834,114.091834,4698
14.097000,4985.905166,2985.905166,114.094834,114.094834,4699
14.100000,4985.902167,2985.902167,114.097833,114.097833,4700
14.103000,4985.899167,2985.899167,114.100833,114.100833,4701
14.106000,4985.896167,2985.896167,114.103833,114.103833,4702
14.109000,4985.893168,2985.893168,114.106832,114.106832,4703
14.112000,4985.890168,2985.890168,114.109832,114.109832,4704
14.115000,4985.887169,2985.887169,114.112831,114.112831,4705
14.118000,4985.884169,2985.884169,114.115831,114.115831,4706
14.121000,4985.881170,2985.881170,114.118830,114.118830,4707
14.124000,4985.878170,2985.878170,114.121830,114.121830,4708
14.127000,4985.875171,2985.875171,114.124829,114.124829,4709
14.130000,4985.872171,2985.872171,114.127829,114.127829,4710
14.133000,4985.869172,2985.869172,114.130828,114.130828,4711
14.136000,4985.866172,2985.866172,114.133828,114.133828,4712
14.139000,4985.863173,2985.863173,114.136827,114.136827,4713
14.142000,4985.860173,2985.860173,114.139827,114.139827,4714
14.145000,4985.857173,2985.857173,114.142827,114.142827,4715
14.148000,4985.854174,2985.854174,114.145826,114.145826,4716
14.151000,4985.851174,2985.851174,114.148826,114.148826,4717
14.154000,4985.848175,2985.848175,114.151825,114.151825,4718
14.157000,4985.845175,2985.845175,114.154825,114.154825,4719
14.160000,4985.842176,2985.842176,114.157824,114.157824,4720
14.163000,4985.839176,2985.839176,114.160824,114.160824,4721
14.166000,4985.836177,2985.836177,114.163823,114.163823,4722
14.169000,4985.833177,2985.833177,114.166823,114.166823,4723
14.172000,4985.830178,2985.830178,114.169822,114.169822,4724
14.175000,4985.827178,2985.827178,114.172822,114.172822,4725
14.178000,4985.824179,2985.824179,114.175821,114.175821,4726
14.181000,4985.821179,2985.821179,114.178821,114.178821,4727
14.184000,4985.818179,2985.818179,114.181821,114.181821,4728
14.187000,4985.815180,2985.815180,114.184820,114.184820,4729
14.190000,4985.812180,2985.812180,114.187820,114.187820,4730
14.193000,4985.809181,2985.809181,114.190819,114.190819,4731
14.196000,4985.806181,2985.806181,114.193819,114.193819,4732
14.199000,4985.803182,2985.803182,114.196818,114.196818,4733
14.202000,4985.800182,2985.800182,114.199818,114.199818,4734
14.205000,4985.797183,2985.797183,114.202817,114.202817,4735
14.208000,4985.794183,2985.794183,114.205817,114.205817,4736
14.211000,4985.791184,2985.791184,114.208816,114.208816,4737
14.214000,4985.788184,2985.788184,114.211816,114.211816,4738
14.217000,4985.785185,2985.785185,114.214815,114.214815,4739
14.220000,4985.782185,2985.782185,114.217815,114.217815,4740
14.223000,4985.779185,2985.779185,114.220815,114.220815,4741
14.226000,4985.776186,2985.776186,114.223814,114.223814,4742
14.229000,4985.773186,2985.773186,114.226814,114.226814,4743
14.232000,4985.770187,2985.770187,114.229813,114.229813,4744
14.235000,4985.767187,2985.767187,114.232813,114.232813,4745
14.238000,4985.764188,2985.764188,114.235812,114.235812,4746
14.241000,4985.761188,2985.761188,114.238812,114.238812,4747
14.244000,4985.758189,2985.758189,114.241811,114.241811,4748
14.247000,4985.755189,2985.755189,114.244811,114.244811,4749
14.250000,4985.752190,2985.752190,114.247810,114.247810,4750
14.253000,4985.749190,2985.749190,114.250810,114.250810,4751
14.256000,4985.746191,2985.746191,114.253809,114.253809,4752
14.259000,4985.743191,2985.743191,114.256809,114.256809,4753
14.262000,4985.740191,2985.740191,114.259809,114.259809,4754
14.265000,4985.737192,2985.737192,114.262808,114.262808,4755
14.268000,4985.734192,2985.734192,114.265808,114.265808,4756
14.271000,4985.731193,2985.731193,114.268807,114.268807,4757
