Time (s),Glucose (mM),ATP (mM),G6P (mM),ADP (mM),Hexokinase (firings)
14.274000,4985.728193,2985.728193,114.271807,114.271807,4758
14.277000,4985.725194,2985.725194,114.274806,114.274806,4759
14.280000,4985.722194,2985.722194,114.277806,114.277806,4760
14.283000,4985.719195,2985.719195,114.280805,114.280805,4761
14.286000,4985.716195,2985.716195,114.283805,114.283805,4762
14.289000,4985.713196,2985.713196,114.286804,114.286804,4763
14.292000,4985.710196,2985.710196,114.289804,114.289804,4764
14.295000,4985.707197,2985.707197,114.292803,114.292803,4765
14.298000,4985.704197,2985.704197,114.295803,114.295803,4766
14.301000,4985.701197,2985.701197,114.298803,114.298803,4767
14.304000,4985.698198,2985.698198,114.301802,114.301802,4768
14.307000,4985.695198,2985.695198,114.304802,114.304802,4769
14.310000,4985.692199,2985.692199,114.307801,114.307801,4770
14.313000,4985.689199,2985.689199,114.310801,114.310801,4771
14.316000,4985.686200,2985.686200,114.313800,114.313800,4772
14.319000,4985.683200,2985.683200,114.316800,114.316800,4773
14.322000,4985.680201,2985.680201,114.319799,114.319799,4774
14.325000,4985.677201,2985.677201,114.322799,114.322799,4775
14.328000,4985.674202,2985.674202,114.325798,114.325798,4776
14.331000,4985.671202,2985.671202,114.328798,114.328798,4777
14.334000,4985.668203,2985.668203,114.331797,114.331797,4778
14.337000,4985.665203,2985.665203,114.334797,114.334797,4779
14.340000,4985.662203,2985.662203,114.337797,114.337797,4780
14.343000,4985.659204,2985.659204,114.340796,114.340796,4781
14.346000,4985.656204,2985.656204,114.343796,114.343796,4782
14.349000,4985.653205,2985.653205,114.346795,114.346795,4783
14.352000,4985.650205,2985.650205,114.349795,114.349795,4784
14.355000,4985.647206,2985.647206,114.352794,114.352794,4785
14.358000,4985.644206,2985.644206,114.355794,114.355794,4786
14.361000,4985.641207,2985.641207,114.358793,114.358793,4787
14.364000,4985.638207,2985.638207,114.361793,114.361793,4788
14.367000,4985.635208,2985.635208,114.364792,114.364792,4789
14.370000,4985.632208,2985.632208,114.367792,114.367792,4790
14.373000,4985.629209,2985.629209,114.370791,114.370791,4791
14.376000,4985.626209,2985.626209,114.373791,114.373791,4792
14.379000,4985.623210,2985.623210,114.376790,114.376790,4793
14.382000,4985.620210,2985.620210,114.379790,114.379790,4794
14.385000,4985.617210,2985.617210,114.382790,114.382790,4795
14.388000,4985.614211,2985.614211,114.385789,114.385789,4796
14.391000,4985.611211,2985.611211,114.388789,114.388789,4797
14.394000,4985.608212,2985.608212,114.391788,114.391788,4798
14.397000,4985.605212,2985.605212,114.394788,114.394788,4799
14.400000,4985.602213,2985.602213,114.397787,114.397787,4800
14.403000,4985.599213,2985.599213,114.400787,114.400787,4801
14.406000,4985.596214,2985.596214,114.403786,114.403786,4802
14.409000,4985.593214,2985.593214,114.406786,114.406786,4803
14.412000,4985.590215,2985.590215,114.409785,114.409785,4804
14.415000,4985.587215,2985.587215,114.412785,114.412785,4805
14.418000,4985.584216,2985.584216,114.415784,114.415784,4806
14.421000,4985.581216,2985.581216,114.418784,114.418784,4807
14.424000,4985.578216,2985.578216,114.421784,114.421784,4808
14.427000,4985.575217,2985.575217,114.424783,114.424783,4809
14.430000,4985.572217,2985.572217,114.427783,114.427783,4810
14.433000,4985.569218,2985.569218,114.430782,114.430782,4811
14.436000,4985.566218,2985.566218,114.433782,114.433782,4812
14.439000,4985.563219,2985.563219,114.436781,114.436781,4813
14.442000,4985.560219,2985.560219,114.439781,114.439781,4814
14.445000,4985.557220,2985.557220,114.442780,114.442780,4815
14.448000,4985.554220,2985.554220,114.445780,114.445780,4816
14.451000,4985.551221,2985.551221,114.448779,114.448779,4817
14.454000,4985.548221,2985.548221,114.451779,114.451779,4818
14.457000,4985.545222,2985.545222,114.454778,114.454778,4819
14.460000,4985.542222,2985.542222,114.457778,114.457778,4820
14.463000,4985.539222,2985.539222,114.460778,114.460778,4821
14.466000,4985.536223,2985.536223,114.463777,114.463777,4822
14.469000,4985.533223,2985.533223,114.466777,114.466777,4823
14.472000,4985.530224,2985.530224,114.469776,114.469776,4824
14.475000,4985.527224,2985.527224,114.472776,114.472776,4825
14.478000,4985.524225,2985.524225,114.475775,114.475775,4826
14.481000,4985.521225,2985.521225,114.478775,114.478775,4827
14.484000,4985.518226,2985.518226,114.481774,114.481774,4828
14.487000,4985.515226,2985.515226,114.484774,114.484774,4829
14.490000,4985.512227,2985.512227,114.487773,114.487773,4830
14.493000,4985.509227,2985.509227,114.490773,114.490773,4831
14.496000,4985.506228,2985.506228,114.493772,114.493772,4832
14.499000,4985.503228,2985.503228,114.496772,114.496772,4833
14.502000,4985.500228,2985.500228,114.499772,114.499772,4834
14.505000,4985.497229,2985.497229,114.502771,114.502771,4835
14.508000,4985.494229,2985.494229,114.505771,114.505771,4836
14.511000,4985.491230,2985.491230,114.508770,114.508770,4837
14.514000,4985.488230,2985.488230,114.511770,114.511770,4838
14.517000,4985.485231,2985.485231,114.514769,114.514769,4839
14.520000,4985.482231,2985.482231,114.517769,114.517769,4840
14.523000,4985.479232,2985.479232,114.520768,114.520768,4841
14.526000,4985.476232,2985.476232,114.523768,114.523768,4842
14.529000,4985.473233,2985.473233,114.526767,114.526767,4843
14.532000,4985.470233,2985.470233,114.529767,114.529767,4844
14.535000,4985.467234,2985.467234,114.532766,114.532766,4845
14.538000,4985.464234,2985.464234,114.535766,114.535766,4846
14.541000,4985.461234,2985.461234,114.538766,114.538766,4847
14.544000,4985.458235,2985.458235,114.541765,114.541765,4848
14.547000,4985.455235,2985.455235,114.544765,114.544765,4849
14.550000,4985.452236,2985.452236,114.547764,114.547764,4850
14.553000,4985.449236,2985.449236,114.550764,114.550764,4851
14.556000,4985.446237,2985.446237,114.553763,114.553763,4852
14.559000,4985.443237,2985.443237,114.556763,114.556763,4853
14.562000,4985.440238,2985.440238,114.559762,114.559762,4854
14.565000,4985.437238,2985.437238,114.562762,114.562762,4855
14.568000,4985.434239,2985.434239,114.565761,114.565761,4856
14.571000,4985.431239,2985.431239,114.568761,114.568761,4857
14.574000,4985.428240,2985.428240,114.571760,114.571760,4858
14.577000,4985.425240,2985.425240,114.574760,114.574760,4859
14.580000,4985.422240,2985.422240,114.577760,114.577760,4860
14.583000,4985.419241,2985.419241,114.580759,114.580759,4861
14.586000,4985.416241,2985.416241,114.583759,114.583759,4862
14.589000,4985.413242,2985.413242,114.586758,114.586758,4863
14.592000,4985.410242,2985.410242,114.589758,114.589758,4864
14.595000,4985.407243,2985.407243,114.592757,114.592757,4865
14.598000,4985.404243,2985.404243,114.595757,114.595757,4866
14.601000,4985.401244,2985.401244,114.598756,114.598756,4867
14.604000,4985.398244,2985.398244,114.601756,114.601756,4868
14.607000,4985.395245,2985.395245,114.604755,114.604755,4869
14.610000,4985.392245,2985.392245,114.607755,114.607755,4870
14.613000,4985.389246,2985.389246,114.610754,114.610754,4871
14.616000,4985.386246,2985.386246,114.613754,114.613754,4872
14.619000,4985.383246,2985.383246,114.616754,114.616754,4873
14.622000,4985.380247,2985.380247,114.619753,114.619753,4874
14.625000,4985.377247,2985.377247,114.622753,114.622753,4875
14.628000,4985.374248,2985.374248,114.625752,114.625752,4876
14.631000,4985.371248,2985.371248,114.628752,114.628752,4877
14.634000,4985.368249,2985.368249,114.631751,114.631751,4878
14.637000,4985.365249,2985.365249,114.634751,114.634751,4879
14.640000,4985.362250,2985.362250,114.637750,114.637750,4880
14.643000,4985.359250,2985.359250,114.640750,114.640750,4881
14.646000,4985.356251,2985.356251,114.643749,114.643749,4882
14.649000,4985.353251,2985.353251,114.646749,114.646749,4883
14.652000,4985.350252,2985.350252,114.649748,114.649748,4884
14.655000,4985.347252,2985.347252,114.652748,114.652748,4885
14.658000,4985.344252,2985.344252,114.655748,114.655748,4886
14.661000,4985.341253,2985.341253,114.658747,114.658747,4887
14.664000,4985.338253,2985.338253,114.661747,114.661747,4888
14.667000,4985.335254,2985.335254,114.664746,114.664746,4889
14.670000,4985.332254,2985.332254,114.667746,114.667746,4890
14.673000,4985.329255,2985.329255,114.670745,114.670745,4891
14.676000,4985.326255,2985.326255,114.673745,114.673745,4892
14.679000,4985.323256,2985.323256,114.676744,114.676744,4893
14.682000,4985.320256,2985.320256,114.679744,114.679744,4894
14.685000,4985.317257,2985.317257,114.682743,114.682743,4895
14.688000,4985.314257,2985.314257,114.685743,114.685743,4896
14.691000,4985.311258,2985.311258,114.688742,114.688742,4897
14.694000,4985.308258,2985.308258,114.691742,114.691742,4898
14.697000,4985.305258,2985.305258,114.694742,114.694742,4899
14.700000,4985.302259,2985.302259,114.697741,114.697741,4900
14.703000,4985.299259,2985.299259,114.700741,114.700741,4901
14.706000,4985.296260,2985.296260,114.703740,114.703740,4902
14.709000,4985.293260,2985.293260,114.706740,114.706740,4903
14.712000,4985.290261,2985.290261,114.709739,114.709739,4904
14.715000,4985.287261,2985.287261,114.712739,114.712739,4905
14.718000,4985.284262,2985.284262,114.715738,114.715738,4906
14.721000,4985.281262,2985.281262,114.718738,114.718738,4907
14.724000,4985.278263,2985.278263,114.721737,114.721737,4908
14.727000,4985.275263,2985.275263,114.724737,114.724737,4909
14.730000,4985.272264,2985.272264,114.727736,114.727736,4910
14.733000,4985.269264,2985.269264,114.730736,114.730736,4911
14.736000,4985.266264,2985.266264,114.733736,114.733736,4912
14.739000,4985.263265,2985.263265,114.736735,114.736735,4913
14.742000,4985.260265,2985.260265,114.739735,114.739735,4914
14.745000,4985.257266,2985.257266,114.742734,114.742734,4915
14.748000,4985.254266,2985.254266,114.745734,114.745734,4916
14.751000,4985.251267,2985.251267,114.748733,114.748733,4917
14.754000,4985.248267,2985.248267,114.751733,114.751733,4918
14.757000,4985.245268,2985.245268,114.754732,114.754732,4919
14.760000,4985.242268,2985.242268,114.757732,114.757732,4920
14.763000,4985.239269,2985.239269,114.760731,114.760731,4921
14.766000,4985.236269,2985.236269,114.763731,114.763731,4922
14.769000,4985.233270,2985.233270,114.766730,114.766730,4923
14.772000,4985.230270,2985.230270,114.769730,114.769730,4924
14.775000,4985.227270,2985.227270,114.772730,114.772730,4925
14.778000,4985.224271,2985.224271,114.775729,114.775729,4926
14.781000,4985.221271,2985.221271,114.778729,114.778729,4927
14.784000,4985.218272,2985.218272,114.781728,114.781728,4928
14.787000,4985.215272,2985.215272,114.784728,114.784728,4929
14.790000,4985.212273,2985.212273,114.787727,114.787727,4930
14.793000,4985.209273,2985.209273,114.790727,114.790727,4931
14.796000,4985.206274,2985.206274,114.793726,114.793726,4932
14.799000,4985.203274,2985.203274,114.796726,114.796726,4933
14.802000,4985.200275,2985.200275,114.799725,114.799725,4934
14.805000,4985.197275,2985.197275,114.802725,114.802725,4935
14.808000,4985.194276,2985.194276,114.805724,114.805724,4936
14.811000,4985.191276,2985.191276,114.808724,114.808724,4937
14.814000,4985.188277,2985.188277,114.811723,114.811723,4938
14.817000,4985.185277,2985.185277,114.814723,114.814723,4939
14.820000,4985.182277,2985.182277,114.817723,114.817723,4940
14.823000,4985.179278,2985.179278,114.820722,114.820722,4941
14.826000,4985.176278,2985.176278,114.823722,114.823722,4942
14.829000,4985.173279,2985.173279,114.826721,114.826721,4943
14.832000,4985.170279,2985.170279,114.829721,114.829721,4944
14.835000,4985.167280,2985.167280,114.832720,114.832720,4945
14.838000,4985.164280,2985.164280,114.835720,114.835720,4946
14.841000,4985.161281,2985.161281,114.838719,114.838719,4947
14.844000,4985.158281,2985.158281,114.841719,114.841719,4948
14.847000,4985.155282,2985.155282,114.844718,114.844718,4949
14.850000,4985.152282,2985.152282,114.847718,114.847718,4950
14.853000,4985.149283,2985.149283,114.850717,114.850717,4951
14.856000,4985.146283,2985.146283,114.853717,114.853717,4952
14.859000,4985.143283,2985.143283,114.856717,114.856717,4953
14.862000,4985.140284,2985.140284,114.859716,114.859716,4954
14.865000,4985.137284,2985.137284,114.862716,114.862716,4955
14.868000,4985.134285,2985.134285,114.865715,114.865715,4956
14.871000,4985.131285,2985.131285,114.868715,114.868715,4957
14.874000,4985.128286,2985.128286,114.871714,114.871714,4958
14.877000,4985.125286,2985.125286,114.874714,114.874714,4959
14.880000,4985.122287,2985.122287,114.877713,114.877713,4960
14.883000,4985.119287,2985.119287,114.880713,114.880713,4961
14.886000,4985.116288,2985.116288,114.883712,114.883712,4962
14.889000,4985.113288,2985.113288,114.886712,114.886712,4963
14.892000,4985.110289,2985.110289,114.889711,114.889711,4964
14.895000,4985.107289,2985.107289,114.892711,114.892711,4965
14.898000,4985.104289,2985.104289,114.895711,114.895711,4966
14.901000,4985.101290,2985.101290,114.898710,114.898710,4967
14.904000,4985.098290,2985.098290,114.901710,114.901710,4968
14.907000,4985.095291,2985.095291,114.904709,114.904709,4969
14.910000,4985.092291,2985.092291,114.907709,114.907709,4970
14.913000,4985.089292,2985.089292,114.910708,114.910708,4971
14.916000,4985.086292,2985.086292,114.913708,114.913708,4972
14.919000,4985.083293,2985.083293,114.916707,114.916707,4973
14.922000,4985.080293,2985.080293,114.919707,114.919707,4974
14.925000,4985.077294,2985.077294,114.922706,114.922706,4975
14.928000,4985.074294,2985.074294,114.925706,114.925706,4976
14.931000,4985.071295,2985.071295,114.928705,114.928705,4977
14.934000,4985.068295,2985.068295,114.931705,114.931705,4978
14.937000,4985.065295,2985.065295,114.934705,114.934705,4979
14.940000,4985.062296,2985.062296,114.937704,114.937704,4980
14.943000,4985.059296,2985.059296,114.940704,114.940704,4981
14.946000,4985.056297,2985.056297,114.943703,114.943703,4982
14.949000,4985.053297,2985.053297,114.946703,114.946703,4983
14.952000,4985.050298,2985.050298,114.949702,114.949702,4984
14.955000,4985.047298,2985.047298,114.952702,114.952702,4985
14.958000,4985.044299,2985.044299,114.955701,114.955701,4986
14.961000,4985.041299,2985.041299,114.958701,114.958701,4987
14.964000,4985.038300,2985.038300,114.961700,114.961700,4988
14.967000,4985.035300,2985.035300,114.964700,114.964700,4989
14.970000,4985.032301,2985.032301,114.967699,114.967699,4990
14.973000,4985.029301,2985.029301,114.970699,114.970699,4991
14.976000,4985.026301,2985.026301,114.973699,114.973699,4992
14.979000,4985.023302,2985.023302,114.976698,114.976698,4993
14.982000,4985.020302,2985.020302,114.979698,114.979698,4994
14.985000,4985.017303,2985.017303,114.982697,114.982697,4995
14.988000,4985.014303,2985.014303,114.985697,114.985697,4996
14.991000,4985.011304,2985.011304,114.988696,114.988696,4997
14.994000,4985.008304,2985.008304,114.991696,114.991696,4998
14.997000,4985.005305,2985.005305,114.994695,114.994695,4999
15.000000,4985.002305,2985.002305,114.997695,114.997695,5000
15.003000,4984.999306,2984.999306,115.000694,115.000694,5001
15.006000,4984.996306,2984.996306,115.003694,115.003694,5002
15.009000,4984.993307,2984.993307,115.006693,115.006693,5003
15.012000,4984.990307,2984.990307,115.009693,115.009693,5004
15.015000,4984.987307,2984.987307,115.012693,115.012693,5005
15.018000,4984.984308,2984.984308,115.015692,115.015692,5006
15.021000,4984.981308,2984.981308,115.018692,115.018692,5007
15.024000,4984.978309,2984.978309,115.021691,115.021691,5008
15.027000,4984.975309,2984.975309,115.024691,115.024691,5009
15.030000,4984.972310,2984.972310,115.027690,115.027690,5010
15.033000,4984.969310,2984.969310,115.030690,115.030690,5011
15.036000,4984.966311,2984.966311,115.033689,115.033689,5012
15.039000,4984.963311,2984.963311,115.036689,115.036689,5013
15.042000,4984.960312,2984.960312,115.039688,115.039688,5014
15.045000,4984.957312,2984.957312,115.042688,115.042688,5015
15.048000,4984.954313,2984.954313,115.045687,115.045687,5016
15.051000,4984.951313,2984.951313,115.048687,115.048687,5017
15.054000,4984.948313,2984.948313,115.051687,115.051687,5018
